subject_id	source_language	translation_language	predicate_id	source_value	translation_status	translation_value
HP:0000001	en	fr	rdfs:label	All	OFFICIAL	Tous
HP:0000002	en	fr	IAO:0000115	Deviation from the norm of height with respect to that which is expected according to age and gender norms	OFFICIAL	Écart par rapport à la moyenne de la taille d'un individu, la moyenne étant déterminée selon l'âge et le sexe
HP:0000002	en	fr	rdfs:label	Abnormality of body height	OFFICIAL	Anomalie de la taille corporelle
HP:0000003	en	fr	IAO:0000115	Multicystic dysplasia of the kidney is characterized by multiple cysts of varying size in the kidney and the absence of a normal pelvicaliceal system. The condition is associated with ureteral or ureteropelvic atresia, and the affected kidney is nonfunctional	OFFICIAL	La dysplasie rénale multikystique est caractérisée par la présence de multiples kystes de taille variable et par l'absence d'un système pyélocaliciel normal. Cette maladie est associée à une atrésie urétérale ou urétéropelvique et le rein touché est non-fonctionnel
HP:0000003	en	fr	rdfs:label	Multicystic kidney dysplasia	OFFICIAL	Polykystose rénale
HP:0000005	en	fr	IAO:0000115	The pattern in which a particular genetic trait or disorder is passed from one generation to the next	OFFICIAL	Le mode de transmission, d'une génération à l'autre, d'un caractère ou d'une maladie génétique
HP:0000005	en	fr	rdfs:label	Mode of inheritance	OFFICIAL	Mode de transmission
HP:0000006	en	fr	IAO:0000115	A mode of inheritance that is observed for traits related to a gene encoded on one of the autosomes (i.e., the human chromosomes 1-22) in which a trait manifests in heterozygotes. In the context of medical genetics, an autosomal dominant disorder is caused when a single copy of the mutant allele is present. Males and females are affected equally, and can both transmit the disorder with a risk of 50% for each child of inheriting the mutant allele	OFFICIAL	Un mode de transmission qui concerne les caractères associés à un gène porté par un autosome (c.-à-d., les chromosomes 1 à 22 chez l'être humain), et où le caractère se manifeste chez les porteurs hétérozygotes. Dans le cadre de la génétique médicale, une maladie autosomique dominante survient lorsqu’une seule copie de l’allèle muté est présente. Les hommes et les femmes sont touchés de la même manière, et peuvent tous deux transmettre la maladie avec un risque de 50 % que chaque enfant hérite de l’allèle muté
HP:0000006	en	fr	rdfs:label	Autosomal dominant inheritance	OFFICIAL	Transmission autosomique dominante
HP:0000006	en	fr	rdfs:label	Autosomal dominant inheritance	OFFICIAL	Transmission autosomique dominante
HP:0000006	en	fr	rdfs:label	Autosomal dominant inheritance	OFFICIAL	Transmission autosomique dominante
HP:0000007	en	fr	IAO:0000115	A mode of inheritance that is observed for traits related to a gene encoded on one of the autosomes (i.e., the human chromosomes 1-22) in which a trait manifests in individuals with two pathogenic alleles, either homozygotes (two copies of the same mutant allele) or compound heterozygotes (whereby each copy of a gene has a distinct mutant allele)	OFFICIAL	Un mode de transmission qui concerne les caractères associés à un gène porté par un autosome (c.-à-d., les chromosomes 1 à 22 chez l'être humain), et où le caractère se manifeste chez les porteurs homozygotes. Dans le cadre de la génétique médicale, une maladie autosomique récessive se manifeste chez les porteurs homozygotes (présence de deux allèles mutés identiques) ou chez les hétérozygotes composites (présence de deux allèles mutés différents)
HP:0000007	en	fr	rdfs:label	Autosomal recessive inheritance	OFFICIAL	Transmission autosomique récessive
HP:0000008	en	fr	IAO:0000115	An abnormality of the female internal genitalia	OFFICIAL	Une anomalie des organes génitaux internes féminins
HP:0000008	en	fr	rdfs:label	Abnormality of female internal genitalia	OFFICIAL	Anomalie des organes génitaux internes de la femme
HP:0000009	en	fr	IAO:0000115	Dysfunction of the urinary bladder	OFFICIAL	Dysfonctionnement de la vessie
HP:0000009	en	fr	rdfs:label	Functional abnormality of the bladder	OFFICIAL	Anomalie fonctionnelle de la vessie
HP:0000010	en	fr	IAO:0000115	Repeated infections of the urinary tract	OFFICIAL	Infections urinaires à répétition
HP:0000010	en	fr	rdfs:label	Recurrent urinary tract infections	OFFICIAL	Infections urinaires à répétition
HP:0000010	en	fr	rdfs:label	Recurrent urinary tract infections	OFFICIAL	Infections urinaires à répétition
HP:0000011	en	fr	IAO:0000115	A type of bladder dysfunction caused by neurologic damage. Neurogenic bladder can be flaccid or spastic. Common manifestatios of neurogenic bladder are overflow incontinence, frequency, urgency, urge incontinence, and retention	OFFICIAL	Une incapacité à vider complètement la vessie au cours de la miction en raison d'une maladie neurologique
HP:0000011	en	fr	rdfs:label	Neurogenic bladder	OFFICIAL	Vessie neurologique
HP:0000011	en	fr	rdfs:label	Neurogenic bladder	OFFICIAL	Vessie neurologique
HP:0000012	en	fr	IAO:0000115	Urge incontinence is the strong, sudden need to urinate	OFFICIAL	L'incontinence urinaire par impériosité est le besoin soudain et urgent d'uriner
HP:0000012	en	fr	rdfs:label	Urinary urgency	OFFICIAL	impériosité mictionnelle
HP:0000013	en	fr	IAO:0000115	Underdevelopment of the uterus	OFFICIAL	Défaut de développement de l'utérus
HP:0000013	en	fr	rdfs:label	Hypoplasia of the uterus	OFFICIAL	Hypoplasie utérine
HP:0000013	en	fr	rdfs:label	Hypoplasia of the uterus	OFFICIAL	Hypoplasie utérine
HP:0000014	en	fr	IAO:0000115	An abnormality of the urinary bladder	OFFICIAL	Une anomalie de la vessie
HP:0000014	en	fr	rdfs:label	Abnormality of the bladder	OFFICIAL	Anomalie vésicale
HP:0000015	en	fr	IAO:0000115	Diverticulum (sac or pouch) in the wall of the urinary bladder	OFFICIAL	Diverticule (petit sac ou poche) qui survient au niveau de la paroi de la vessie
HP:0000015	en	fr	rdfs:label	Bladder diverticulum	OFFICIAL	Diverticule de la vessie
HP:0000016	en	fr	IAO:0000115	Inability to completely empty the urinary bladder during the process of urination	OFFICIAL	Incapacité de vider complètement la vessie au cours de la miction
HP:0000016	en	fr	rdfs:label	Urinary retention	OFFICIAL	Rétention urinaire
HP:0000017	en	fr	IAO:0000115	Abnormally increased production of urine during the night leading to an unusually frequent need to urinate	OFFICIAL	Augmentation anormale de la production d'urine pendant la nuit conduisant à un besoin anormalement fréquent d'uriner
HP:0000017	en	fr	rdfs:label	Nocturia	OFFICIAL	Nycturie
HP:0000019	en	fr	IAO:0000115	Difficulty in beginning the process of urination	OFFICIAL	Retard à l'initiation de la miction
HP:0000019	en	fr	rdfs:label	Urinary hesitancy	OFFICIAL	Impériosité urinaire
HP:0000020	en	fr	IAO:0000115	Loss of the ability to control the urinary bladder leading to involuntary urination	OFFICIAL	Perte de la capacité à contrôler la vessie conduisant à une miction involontaire
HP:0000020	en	fr	rdfs:label	Urinary incontinence	OFFICIAL	Incontinence urinaire
HP:0000020	en	fr	rdfs:label	Urinary incontinence	OFFICIAL	Incontinence urinaire
HP:0000021	en	fr	IAO:0000115	Dilatation of the bladder postnatally	OFFICIAL	Dilatation vésicale post-natale
HP:0000021	en	fr	rdfs:label	Megacystis	OFFICIAL	Mégavessie
HP:0000022	en	fr	IAO:0000115	An abnormality of the male internal genitalia	OFFICIAL	Une anomalie des organes génitaux internes masculins
HP:0000022	en	fr	rdfs:label	Abnormality of male internal genitalia	OFFICIAL	Anomalie des organes génitaux internes masculins
HP:0000023	en	fr	IAO:0000115	Protrusion of the contents of the abdominal cavity through the inguinal canal	OFFICIAL	Protrusion de viscères abdominales au travers du canal inguinal
HP:0000023	en	fr	rdfs:label	Inguinal hernia	OFFICIAL	Hernie inguinale
HP:0000024	en	fr	IAO:0000115	The presence of inflammation of the prostate	OFFICIAL	Présence d'une inflammation de la prostate
HP:0000024	en	fr	rdfs:label	Prostatitis	OFFICIAL	Prostatite
HP:0000025	en	fr	rdfs:label	Functional abnormality of male internal genitalia	OFFICIAL	Anomalie fonctionnelle des organes génitaux internes masculins
HP:0000026	en	fr	IAO:0000115	Decreased functionality of the male gonad, i.e., of the testis, with reduced spermatogenesis or testosterone synthesis	OFFICIAL	Déficit de fonctionnement des gonades masculines (les testicules) entraînant une réduction de la spermatogenèse et de la synthèse de la testostérone
HP:0000026	en	fr	rdfs:label	Male hypogonadism	OFFICIAL	Hypogonadisme masculin
HP:0000027	en	fr	IAO:0000115	Absence of any measurable level of sperm in his semen	OFFICIAL	Absence totale de spermatozoïdes dans le sperme
HP:0000027	en	fr	rdfs:label	Azoospermia	OFFICIAL	Azoospermie
HP:0000028	en	fr	IAO:0000115	Testis in inguinal canal. That is, absence of one or both testes from the scrotum owing to failure of the testis or testes to descend through the inguinal canal to the testis	OFFICIAL	Testicule bloqué dans le canal inguinal. Autrement dit, absence d'un ou des deux testicules dans le scrotum en raison d'un arrêt de la migration du (ou des) testicule(s) lors de son (leur) trajet de descente le long du canal inguinal
HP:0000028	en	fr	rdfs:label	Cryptorchidism	OFFICIAL	Cryptorchidie
HP:0000029	en	fr	IAO:0000115	Wasting (atrophy) of the testicle (the male gonad) manifested by a decrease in size and potentially by a loss of fertility	OFFICIAL	Dégénérescence (atrophie) des testicules (les gonades mâles) qui se traduit par une diminution de la taille des testicules et éventuellement une perte de la fertilité
HP:0000029	en	fr	rdfs:label	Testicular atrophy	OFFICIAL	Atrophie testiculaire
HP:0000030	en	fr	IAO:0000115	The presence of a gonadoblastoma of the testis	OFFICIAL	Présence d'un gonadoblastome dans les testicules
HP:0000030	en	fr	rdfs:label	Testicular gonadoblastoma	OFFICIAL	Gonadoblastome testiculaire
HP:0000031	en	fr	IAO:0000115	The presence of inflammation of the epididymis	OFFICIAL	Inflammation de l'épididyme
HP:0000031	en	fr	rdfs:label	Epididymitis	OFFICIAL	Epididymite
HP:0000032	en	fr	IAO:0000115	An abnormality of male external genitalia	OFFICIAL	Anomalie des organes génitaux masculins externes
HP:0000032	en	fr	rdfs:label	Abnormality of male external genitalia	OFFICIAL	Anomalie des organes génitaux masculins externes
HP:0000033	en	fr	IAO:0000115	Ambiguous genitalia in an individual with XY genetic gender	OFFICIAL	Organes génitaux ambigus chez un individu de génotype XY
HP:0000033	en	fr	rdfs:label	Ambiguous genitalia, male	OFFICIAL	Ambiguïté sexuelle masculine
HP:0000034	en	fr	IAO:0000115	Accumulation of clear fluid in the between the layers of membrane (tunica vaginalis) surrounding the testis	OFFICIAL	Épanchement de liquide dans la membrane séreuse (tunique vaginale) qui enveloppe les testicules
HP:0000034	en	fr	rdfs:label	Hydrocele testis	OFFICIAL	Hydrocèle testiculaire
HP:0000035	en	fr	IAO:0000115	An anomaly of the testicle (the male gonad)	OFFICIAL	Une anomalie touchant les testicules (les gonades mâles)
HP:0000035	en	fr	rdfs:label	Abnormality of the testis	OFFICIAL	Anomalie des testicules
HP:0000036	en	fr	rdfs:label	Abnormality of the penis	OFFICIAL	Anomalie du pénis
HP:0000037	en	fr	IAO:0000115	Hermaphroditism refers to a discrepancy between the morphology of the gonads and that of the external genitalia. In male pseudohermaphroditism, the genotype is male (XY) and the external genitalia are imcompletely virilized, ambiguous, or complete female. If gonads are present, they are testes	OFFICIAL	L’hermaphrodisme désigne une divergence entre la morphologie des gonades et celle des organes génitaux externes. Dans le cas d'une variation du développement génital masculin, le génotype est masculin (XY) et les organes génitaux externes sont soit masculins mais peu développés, ambigus, ou entièrement féminins. Si les gonades sont présentes, il s'agira de testicules
HP:0000037	en	fr	rdfs:label	Male pseudohermaphroditism	OFFICIAL	Pseudohermaphrodisme masculin
HP:0000037	en	fr	rdfs:label	Male pseudohermaphroditism	OFFICIAL	Pseudohermaphrodisme masculin
HP:0000039	en	fr	IAO:0000115	Displacement of the urethral opening on the dorsal (superior) surface of the penis	OFFICIAL	Malposition urétrale, ouvert sur la face dorsale (supérieur) du pénis
HP:0000039	en	fr	rdfs:label	Epispadias	OFFICIAL	Epispadias
HP:0000040	en	fr	IAO:0000115	Penile length more than 2 SD above the mean for age	OFFICIAL	Longueur du pénis supérieure à 2 DS par rapport à l'âge
HP:0000040	en	fr	rdfs:label	Long penis	OFFICIAL	Pénis allongé
HP:0000041	en	fr	IAO:0000115	Ventral, lateral, or ventrolateral bowing of the shaft and glans penis of more than 30 degrees	OFFICIAL	Angulation ventrale, latérale, ou ventro-latérale de la verge ou du gland pénien de plus de 30 degrés
HP:0000041	en	fr	rdfs:label	Chordee	OFFICIAL	Chordée pénienne
HP:0000042	en	fr	IAO:0000115	Lack of external genitalia in a male or female individual	OFFICIAL	Absence d'organes génitaux externes chez un individu masculin ou féminin
HP:0000042	en	fr	rdfs:label	Absent external genitalia	OFFICIAL	Organes génitaux externes absents
HP:0000044	en	fr	IAO:0000115	Hypogonadotropic hypogonadism is characterized by reduced function of the gonads (testes in males or ovaries in females) and results from the absence of the gonadal stimulating pituitary hormones: follicle stimulating hormone (FSH) and luteinizing hormone (LH)	OFFICIAL	L'hypogonadisme hypogonadotrope est caractérisé par une fonction réduite des gonades (testicules chez l'homme, ovaires chez la femme) et résultant de la diminution des hormones gonadotrophiques : hormones folliculo-stimulante (FSH) et lutéinisante (LH)
HP:0000044	en	fr	rdfs:label	Hypogonadotrophic hypogonadism	OFFICIAL	Gonadotrophines basses (hypogonadisme secondaire)
HP:0000044	en	fr	rdfs:label	Hypogonadotrophic hypogonadism	OFFICIAL	Gonadotrophines basses (hypogonadisme secondaire)
HP:0000045	en	fr	rdfs:label	Abnormality of the scrotum	OFFICIAL	Anomalie scrotale
HP:0000046	en	fr	rdfs:label	Scrotal hypoplasia	OFFICIAL	Hypoplasie scrotale
HP:0000047	en	fr	IAO:0000115	Abnormal position of urethral meatus on the ventral penile shaft (underside) characterized by displacement of the urethral meatus from the tip of the glans penis to the ventral surface of the penis, scrotum, or perineum	OFFICIAL	Position anormale du méat urétral sur la partie ventrale du pénis (dessous) caractérisée par le déplacement du méat urétral de l'extrémité du gland pénien vers la surface ventrale du pénis, du scrotum ou du périnée
HP:0000047	en	fr	rdfs:label	Hypospadias	OFFICIAL	Hypospadias
HP:0000048	en	fr	IAO:0000115	Midline indentation or cleft of the scrotum	OFFICIAL	Indentation de la ligne médiane ou fente du scrotum
HP:0000048	en	fr	rdfs:label	Bifid scrotum	OFFICIAL	Scrotum bifide
HP:0000049	en	fr	IAO:0000115	Superior margin of the scrotum superior to the base of the penis	OFFICIAL	Bord supérieur du scrotum implanté au dessus de la base du pénis
HP:0000049	en	fr	rdfs:label	Shawl scrotum	OFFICIAL	Scrotum en châle
HP:0000050	en	fr	IAO:0000115	Underdevelopment of part or all of the male external reproductive organs (which include the penis, the scrotum and the urethra)	OFFICIAL	Sous-développement d'une partie ou de tous les organes reproducteurs externes masculins (ce qui inclut le pénis, le scrotum et l'urètre)
HP:0000050	en	fr	rdfs:label	Hypoplastic male external genitalia	OFFICIAL	Appareil génital masculin hypoplasique
HP:0000050	en	fr	rdfs:label	Hypoplastic male external genitalia	OFFICIAL	Appareil génital masculin hypoplasique
HP:0000051	en	fr	IAO:0000115	Hypospadias with location of the urethral meatus in the perineal region	OFFICIAL	Hypospadias avec localisation du méat urétral dans la région périnéale
HP:0000051	en	fr	rdfs:label	Perineal hypospadias	OFFICIAL	Hypospadias périnéal
HP:0000052	en	fr	IAO:0000115	Congenital anomaly characterized by closure or failure to develop an opening in the urethra in males	OFFICIAL	Anomalie congénitale caractérisée par la fermeture ou l'absence de développement d'un orifice de l'urètre chez l'homme.
HP:0000052	en	fr	rdfs:label	Urethral atresia, male	OFFICIAL	Atrésie urétrale masculine
HP:0000053	en	fr	IAO:0000115	The presence of abnormally large testes	OFFICIAL	La présence de testicules anormalement volumineux
HP:0000053	en	fr	rdfs:label	Macroorchidism	OFFICIAL	Macroorchidie
HP:0000054	en	fr	IAO:0000115	Abnormally small penis. At birth, the normal penis is about 3 cm (stretched length from pubic tubercle to tip of penis) with micropenis less than 2.0-2.5 cm	OFFICIAL	Pénis anormalement petit. À la naissance, le pénis normal mesure environ 3 cm (longueur étirée du tubercule pubien à l'extrémité du pénis) et le micropénis est inférieur à 2,0-2,5 cm.
HP:0000054	en	fr	rdfs:label	Micropenis	OFFICIAL	Micropénis
HP:0000055	en	fr	IAO:0000115	An abnormality of the female external genitalia	OFFICIAL	Une anomalie des organes génitaux externes féminins
HP:0000055	en	fr	rdfs:label	Abnormality of female external genitalia	OFFICIAL	Anomalie des organes génitaux externes féminins
HP:0000056	en	fr	IAO:0000115	An abnormality of the clitoris	OFFICIAL	Une anomalie du clitoris
HP:0000056	en	fr	rdfs:label	Abnormality of the clitoris	OFFICIAL	Anomalie du clitoris
HP:0000058	en	fr	IAO:0000115	An anomaly of the labia, the externally visible portions of the vulva	OFFICIAL	Anomalie des lèvres, les parties extérieures visibles de la vulve.
HP:0000058	en	fr	rdfs:label	Abnormality of the labia	OFFICIAL	Anomalie des lèvres de la vulve
HP:0000059	en	fr	IAO:0000115	Undergrowth of the outer labia	OFFICIAL	Excroissance des lèvres externes
HP:0000059	en	fr	rdfs:label	Hypoplastic labia majora	OFFICIAL	Hypoplasie des grandes lèvres
HP:0000060	en	fr	IAO:0000115	Developmental hypoplasia of the clitoris	OFFICIAL	Hypoplasie congénitale du clitoris
HP:0000060	en	fr	rdfs:label	Clitoral hypoplasia	OFFICIAL	Hypoplasie clitoridienne
HP:0000061	en	fr	IAO:0000115	Ambiguous genitalia in an individual with XX genetic gender	OFFICIAL	Organes génitaux ambigus chez un individu dont le sexe génétique est XX.
HP:0000061	en	fr	rdfs:label	Ambiguous genitalia, female	OFFICIAL	Ambiguïté sexuelle féminine
HP:0000062	en	fr	IAO:0000115	A genital phenotype that is not clearly assignable to a single gender. Ambiguous genitalia can be evaluated using the Prader scale: Prader 0: Normal female external genitalia. Prader 1: Female external genitalia with clitoromegaly. Prader 2: Clitoromegaly with partial labial fusion forming a funnel-shaped urogenital sinus. Prader 3: Increased phallic enlargement. Complete labioscrotal fusion forming a urogenital sinus with a single opening. Prader 4: Complete scrotal fusion with urogenital opening at the base or on the shaft of the phallus. Prader 5: Normal male external genitalia. The diagnosis of ambiguous genitalia is made for Prader 1-4	OFFICIAL	Phénotype génital qui ne peut être clairement attribué à un seul sexe. Les organes génitaux ambigus peuvent être évalués à l'aide de l'échelle de Prader : Prader 0 : Organes génitaux externes féminins normaux. Prader 1 : Organes génitaux externes féminins avec clitoromégalie. Prader 2 : Clitoromégalie avec fusion labiale partielle formant un sinus urogénital en forme d'entonnoir. Prader 3 : Augmentation de l'hypertrophie phallique. Fusion labioscrotale complète formant un sinus urogénital à ouverture unique. Prader 4 : Fusion scrotale complète avec ouverture urogénitale à la base ou sur la tige du pénis. Prader 5 : Organes génitaux externes masculins normaux. Le diagnostic d'organes génitaux ambigus est posé pour les cas Prader 1-4.
HP:0000062	en	fr	rdfs:label	Ambiguous genitalia	OFFICIAL	Ambiguïté sexuelle
HP:0000063	en	fr	IAO:0000115	Fusion of the labia minora as a result of labial adhesions resulting in vaginal obstruction	OFFICIAL	Fusion des petites lèvres à la suite d'adhérences labiales entraînant une obstruction vaginale.
HP:0000063	en	fr	rdfs:label	Fused labia minora	OFFICIAL	Petites lèvres fusionnées
HP:0000064	en	fr	rdfs:label	Hypoplastic labia minora	OFFICIAL	Hypoplasie des petites lèvres
HP:0000065	en	fr	rdfs:label	Labial hypertrophy	OFFICIAL	Hypertrophie labiale
HP:0000066	en	fr	rdfs:label	Labial hypoplasia	OFFICIAL	Hypoplasie labiale
HP:0000067	en	fr	IAO:0000115	Congenital anomaly characterized by closure or failure to develop an opening in the urethra in females	OFFICIAL	Anomalie congénitale caractérisée par la fermeture ou l'absence d'ouverture de l'urètre chez la femme.
HP:0000067	en	fr	rdfs:label	Urethral atresia, female	OFFICIAL	Atrésie urétrale féminine
HP:0000068	en	fr	IAO:0000115	Congenital anomaly characterized by closure or failure to develop an opening in the urethra	OFFICIAL	Anomalie congénitale caractérisée par la fermeture ou l'absence d'ouverture de l'urètre.
HP:0000068	en	fr	rdfs:label	Urethral atresia	OFFICIAL	Atrésie urétrale
HP:0000069	en	fr	IAO:0000115	An abnormality of the ureter	OFFICIAL	Une anomalie de l'uretère
HP:0000069	en	fr	rdfs:label	Abnormality of the ureter	OFFICIAL	Anomalie de l'uretère
HP:0000070	en	fr	IAO:0000115	A ureterocele is a congenital saccular dilatation of the distal segment of the ureter	OFFICIAL	L'urétérocèle est une dilatation sacculaire congénitale du segment distal de l'uretère.
HP:0000070	en	fr	rdfs:label	Ureterocele	OFFICIAL	Urétérocèle
HP:0000071	en	fr	IAO:0000115	The presence of a stenotic, i.e., constricted ureter	OFFICIAL	La présence d'un uretère sténosé, c'est-à-dire rétréci.
HP:0000071	en	fr	rdfs:label	Ureteral stenosis	OFFICIAL	Sténose urétérale
HP:0000072	en	fr	IAO:0000115	The distention of the ureter with urine	OFFICIAL	Une distension de l'uretère par l'urine.
HP:0000072	en	fr	rdfs:label	Hydroureter	OFFICIAL	Hydruretère
HP:0000073	en	fr	IAO:0000115	A developmental anomaly characterized by the presence of two, instead of one, ureter connecting a kidney to the bladder	OFFICIAL	Anomalie du développement caractérisée par la présence de deux uretères, au lieu d'un seul, reliant un rein à la vessie.
HP:0000073	en	fr	rdfs:label	Ureteral duplication	OFFICIAL	Duplication uretérale
HP:0000074	en	fr	IAO:0000115	Blockage of urine flow from the renal pelvis to the proximal ureter	OFFICIAL	Blocage de l'écoulement de l'urine du bassinet rénal vers l'uretère proximal.
HP:0000074	en	fr	rdfs:label	Ureteropelvic junction obstruction	OFFICIAL	Obstruction de la jonction pyélo-urétérale
HP:0000075	en	fr	IAO:0000115	A congenital anomaly of the urinary tract, in which the kidney is duplicated and is drained via two separate renal pelves and ureters	OFFICIAL	Anomalie congénitale des voies urinaires, dans laquelle le rein est dédoublé et est drainé par deux bassines rénales et deux uretères distincts.
HP:0000075	en	fr	rdfs:label	Renal duplication	OFFICIAL	Duplication rénale
HP:0000076	en	fr	IAO:0000115	Abnormal (retrograde) movement of urine from the bladder into ureters or kidneys related to inadequacy of the valvular mechanism at the ureterovesicular junction or other causes	OFFICIAL	Mouvement anormal (rétrograde) de l'urine de la vessie vers les uretères ou les reins, lié à une insuffisance du mécanisme valvulaire à la jonction urétéro-vésiculaire ou à d'autres causes.
HP:0000076	en	fr	rdfs:label	Vesicoureteral reflux	OFFICIAL	Reflux vésico-urétéral
HP:0000076	en	fr	rdfs:label	Vesicoureteral reflux	OFFICIAL	Reflux vésico-urétéral
HP:0000077	en	fr	IAO:0000115	An abnormality of the kidney	OFFICIAL	Une anomalie du rein
HP:0000077	en	fr	rdfs:label	Abnormality of the kidney	OFFICIAL	Anomalie du rein
HP:0000078	en	fr	IAO:0000115	An abnormality of the genital system	OFFICIAL	Une anomalie du système génital
HP:0000078	en	fr	rdfs:label	Abnormality of the genital system	OFFICIAL	Anomalie du système génital
HP:0000079	en	fr	IAO:0000115	An abnormality of the urinary system	OFFICIAL	Anomalie du système urinaire
HP:0000079	en	fr	rdfs:label	Abnormality of the urinary system	OFFICIAL	Anomalie du système urinaire
HP:0000080	en	fr	IAO:0000115	An abnormal functionality of the genital system	OFFICIAL	Fonctionnement anormal du système génital
HP:0000080	en	fr	rdfs:label	Abnormality of reproductive system physiology	OFFICIAL	Anomalie de la physiologie génitale
HP:0000081	en	fr	IAO:0000115	A duplication of the collecting system of the kidney, defined as a kidney with two (instead of, normally, one) pyelocaliceal systems. The pyelocaliceal system is comprised of the renal pelvis and calices. The duplicated renal collecting system can be associated with a single ureter or with double ureters. In the latter case, the two ureters empty separately into the bladder or fuse to form a single ureteral orifice	OFFICIAL	Une duplication du système collecteur du rein, défini comme un rein avec deux (au lieu d'un seul, normalement) systèmes pyélocaliciaires. Le système pyélocaliciel est composé du bassin rénal et des calices. Le système collecteur rénal dédoublé peut être associé à un seul uretère ou à des uretères doubles. Dans ce dernier cas, les deux uretères se jettent séparément dans la vessie ou fusionnent pour former un seul orifice urétéral.
HP:0000081	en	fr	rdfs:label	Duplicated collecting system	OFFICIAL	Système collecteur rénal dupliqué
HP:0000083	en	fr	IAO:0000115	A reduction in the level of performance of the kidneys in areas of function comprising the concentration of urine, removal of wastes, the maintenance of electrolyte balance, homeostasis of blood pressure, and calcium metabolism	OFFICIAL	Réduction du niveau de performance des reins dans les domaines fonctionnels comprenant la concentration de l'urine, l'élimination des déchets, le maintien de l'équilibre électrolytique, l'homéostasie de la pression sanguine et le métabolisme du calcium.
HP:0000083	en	fr	rdfs:label	Renal insufficiency	OFFICIAL	Insuffisance rénale
HP:0000085	en	fr	IAO:0000115	A connection of the right and left kidney by an isthmus of functioning renal parenchyma or fibrous tissue that crosses the midline	OFFICIAL	Connexion entre le rein droit et le rein gauche par un isthme de parenchyme rénal fonctionnel ou de tissu fibreux qui traverse la ligne médiane.
HP:0000085	en	fr	rdfs:label	Horseshoe kidney	OFFICIAL	Rein en fer à cheval
HP:0000086	en	fr	IAO:0000115	A developmental defect in which a kidney is located in an abnormal anatomic position	OFFICIAL	Défaut de développement dans lequel un rein est situé dans une position anatomique anormale.
HP:0000086	en	fr	rdfs:label	Ectopic kidney	OFFICIAL	Rein ectopique
HP:0000089	en	fr	IAO:0000115	Hypoplasia of the kidney	OFFICIAL	Hypoplasie du rein
HP:0000089	en	fr	rdfs:label	Renal hypoplasia	OFFICIAL	Hypoplasie rénale
HP:0000089	en	fr	rdfs:label	Renal hypoplasia	OFFICIAL	Hypoplasie rénale
HP:0000090	en	fr	IAO:0000115	Presence of cysts at the corticomedullary junction of the kidney in combination with tubulointerstitial fibrosis	OFFICIAL	Présence de kystes à la jonction corticomédullaire du rein, en association avec une fibrose tubulo-interstitielle
HP:0000090	en	fr	rdfs:label	Nephronophthisis	OFFICIAL	Néphronophthise
HP:0000091	en	fr	IAO:0000115	An abnormality of the renal tubules	OFFICIAL	Une anomalie des tubules rénaux
HP:0000091	en	fr	rdfs:label	Abnormality of the renal tubule	OFFICIAL	Anomalie du tubule rénal
HP:0000092	en	fr	IAO:0000115	The presence of renal tubules with thick redundant basement membranes, or a reduction of greater than 50% in tubular diameter compared to surrounding non-atrophic tubules	OFFICIAL	La présence de tubules rénaux avec des membranes basales épaisses et redondantes, ou une réduction de plus de 50 % du diamètre tubulaire par rapport aux tubules environnants non atrophiés.
HP:0000092	en	fr	rdfs:label	Tubular atrophy	OFFICIAL	Atrophie tubulaire
HP:0000093	en	fr	IAO:0000115	Increased levels of protein in the urine	OFFICIAL	Augmentation du taux de protéines dans les urines
HP:0000093	en	fr	rdfs:label	Proteinuria	OFFICIAL	Protéinurie
HP:0000095	en	fr	IAO:0000115	A structural anomaly of the glomerulus	OFFICIAL	Anomalie structurelle du glomérule
HP:0000095	en	fr	rdfs:label	Abnormality of renal glomerulus morphology	OFFICIAL	Anomalie morphologique glomérulaire
HP:0000096	en	fr	IAO:0000115	Accumulation of scar tissue within the glomerulus	OFFICIAL	Accumulation de tissu cicatriciel dans le glomérule.
HP:0000096	en	fr	rdfs:label	Glomerulosclerosis	OFFICIAL	Glomérulosclérose
HP:0000097	en	fr	IAO:0000115	Segmental accumulation of scar tissue in individual (but not all) glomeruli	OFFICIAL	Accumulation segmentaire de tissu cicatriciel dans certains glomérules (mais pas tous).
HP:0000097	en	fr	rdfs:label	Focal segmental glomerulosclerosis	OFFICIAL	Hyalinose segmentaire et focale avec syndrome néphrotique
HP:0000098	en	fr	IAO:0000115	A height above that which is expected according to age and gender norms	OFFICIAL	Taille supérieure à la taille attendue selon les normes d'âge et de genre
HP:0000098	en	fr	rdfs:label	Tall stature	OFFICIAL	Grande taille
HP:0000098	en	fr	rdfs:label	Tall stature	OFFICIAL	Grande taille
HP:0000098	en	fr	rdfs:label	Tall stature	OFFICIAL	Grande taille
HP:0000099	en	fr	IAO:0000115	Inflammation of the renal glomeruli	OFFICIAL	Inflammation des glomérules rénaux
HP:0000099	en	fr	rdfs:label	Glomerulonephritis	OFFICIAL	Glomérulonéphrite
