subject_id	source_language	translation_language	predicate_id	source_value	translation_status	translation_value
HP:0000473	en	fr	rdfs:label	Torticollis	OFFICIAL	Torticolis
HP:0000474	en	fr	IAO:0000115	A thickening of the skin thickness in the posterior aspect of the fetal neck. A nuchal fold measurement is obtained in a transverse section of the fetal head at the level of the cavum septum pellucidum and thalami, angled posteriorly to include the cerebellum. The measurement is taken from the outer edge of the occiput bone to the outer skin limit directly in the midline. A measurement 6 mm or more is considered significant between 18 and 24 weeks and a measurement of 5 mm or more is considered significant at 16 to 18 weeks (pmid:16100637)	OFFICIAL	Un épaississement de l'épaisseur de la peau dans la partie postérieure du cou du fœtus. La mesure du pli nucal est obtenue sur une coupe transversale de la tête du fœtus au niveau du septum pellucidum et des thalami, inclinée vers l'arrière pour inclure le cervelet. La mesure est prise du bord externe de l'os occipital à la limite externe de la peau, directement sur la ligne médiane. Une mesure de 6 mm ou plus est considérée comme significative entre 18 et 24 semaines et une mesure de 5 mm ou plus est considérée comme significative entre 16 et 18 semaines (pmid:16100637).
HP:0000474	en	fr	rdfs:label	Thickened nuchal skin fold	OFFICIAL	Epaississement des plis cutanés de la nuque
HP:0000475	en	fr	IAO:0000115	Increased side-to-side width of the neck	OFFICIAL	Augmentation de la largeur du cou
HP:0000475	en	fr	rdfs:label	Broad neck	OFFICIAL	Cou large
HP:0000476	en	fr	IAO:0000115	A cystic lymphatic lesion of the neck	OFFICIAL	Lésion lymphatique kystique du cou
HP:0000476	en	fr	rdfs:label	Cystic hygroma	OFFICIAL	Hygroma kystique
HP:0000478	en	fr	IAO:0000115	Any abnormality of the eye, including location, spacing, and intraocular abnormalities	OFFICIAL	Toute anomalie de l'œil, y compris l'emplacement, l'espacement et des anomalies intraoculaires
HP:0000478	en	fr	rdfs:label	Abnormality of the eye	OFFICIAL	Anomalie oculaire
HP:0000479	en	fr	IAO:0000115	A structural abnormality of the retina	OFFICIAL	Une anomalie structurale de la rétine
HP:0000479	en	fr	rdfs:label	Abnormal retinal morphology	OFFICIAL	Anomalie de la rétine
HP:0000480	en	fr	IAO:0000115	A notch or cleft of the retina	OFFICIAL	Entaille ou fente de la rétine
HP:0000480	en	fr	rdfs:label	Retinal coloboma	OFFICIAL	Colobome rétinien
HP:0000481	en	fr	IAO:0000115	Any abnormality of the cornea, which is the transparent tissue at the front of the eye that covers the iris, pupil, and anterior chamber	OFFICIAL	Toute anomalie de la cornée, qui est le tissu transparent situé à l'avant de l'œil et qui recouvre l'iris, la pupille et la chambre antérieure.
HP:0000481	en	fr	rdfs:label	Abnormal cornea morphology	OFFICIAL	Morphologie de la cornée anormale
HP:0000481	en	fr	rdfs:label	Abnormal cornea morphology	OFFICIAL	Morphologie de la cornée anormale
HP:0000482	en	fr	IAO:0000115	A congenital abnormality of the cornea in which the cornea and the anterior segment of the eye are smaller than normal. The horizontal diameter of the cornea does not reach 10 mm even in adulthood	OFFICIAL	Anomalie congénitale de la cornée : la cornée et le segment antérieur de l'œil sont plus petits que la normale. Le diamètre horizontal de la cornée n'atteint pas 10 mm, même à l'âge adulte.
HP:0000482	en	fr	rdfs:label	Microcornea	OFFICIAL	Microcornée
HP:0000483	en	fr	IAO:0000115	A type of astigmatism associated with abnormal curvatures on the anterior and/or posterior surface of the cornea	OFFICIAL	Un type d'astigmatisme associé à des courbures anormales sur la surface antérieure et/ou postérieure de la cornée.
HP:0000483	en	fr	rdfs:label	Astigmatism	OFFICIAL	Astigmatisme
HP:0000484	en	fr	IAO:0000115	A form of astigmatism in which one meridian is hyperopic while the one at a right angle to it has no refractive error	OFFICIAL	Forme d'astigmatisme dans laquelle un méridien est hypermétrope alors que celui qui lui fait face à angle droit ne présente pas d'erreur de réfraction.
HP:0000484	en	fr	rdfs:label	Hyperopic astigmatism	OFFICIAL	Astigmatisme hyperopique
HP:0000485	en	fr	IAO:0000115	An enlargement of the cornea with normal clarity and function. Megalocornea is diagnosed with a horizontal corneal diameter of 12 mm or more at birth or 13 mm or more after two years of age	OFFICIAL	Un élargissement de la cornée avec une clarté et une fonction normales. La mégalocornée est diagnostiquée lorsque le diamètre horizontal de la cornée est de 12 mm ou plus à la naissance ou de 13 mm ou plus après l'âge de deux ans.
HP:0000485	en	fr	rdfs:label	Megalocornea	OFFICIAL	Mégacornée
HP:0000486	en	fr	IAO:0000115	A misalignment of the eyes so that the visual axes deviate from bifoveal fixation. The classification of strabismus may be based on a number of features including the relative position of the eyes, whether the deviation is latent or manifest, intermittent or constant, concomitant or otherwise and according to the age of onset and the relevance of any associated refractive error	OFFICIAL	Un défaut d'alignement des yeux tel que les axes visuels s'écartent de la fixation bifovéale. La classification du strabisme peut se fonder sur un certain nombre de caractéristiques, notamment la position relative des yeux, le caractère latent ou manifeste, intermittent ou constant, concomitant ou non, l'âge d'apparition et la pertinence de toute erreur de réfraction associée.
HP:0000486	en	fr	rdfs:label	Strabismus	OFFICIAL	Strabisme
HP:0000488	en	fr	IAO:0000115	Any noninflammatory disease of the retina. This nonspecific term is retained here because of its wide use in the literature, but if possible new annotations should indicate the precise type of retinal abnormality	OFFICIAL	Toute maladie non inflammatoire de la rétine. Ce terme non spécifique est conservé ici en raison de sa large utilisation dans la littérature, mais si possible, les nouvelles annotations doivent indiquer le type précis d'anomalie rétinienne.
HP:0000488	en	fr	rdfs:label	Retinopathy	OFFICIAL	Rétinopathie
HP:0000490	en	fr	IAO:0000115	An eye that is more deeply recessed into the plane of the face than is typical	OFFICIAL	Un œil plus profondément enfoncé dans le plan du visage que d'habitude.
HP:0000490	en	fr	rdfs:label	Deeply set eye	OFFICIAL	Enophtalmie
HP:0000491	en	fr	IAO:0000115	Inflammation of the cornea	OFFICIAL	Inflammation de la cornée
HP:0000491	en	fr	rdfs:label	Keratitis	OFFICIAL	Kératite
HP:0000492	en	fr	IAO:0000115	An abnormality of the eyelids	OFFICIAL	Anomalie palpébrale
HP:0000492	en	fr	rdfs:label	Abnormal eyelid morphology	OFFICIAL	Anomalie morphologique de la paupière
HP:0000493	en	fr	IAO:0000115	An abnormality of the fovea centralis, the central area of the macula that mediates central, high resolution vision and contains the largest concentration of cone cells in the retina	OFFICIAL	Une anomalie de la fovéa centrale, la zone centrale de la macula qui assure la médiation de la vision centrale à haute résolution et qui contient la plus grande concentration de cônes de la rétine.
HP:0000493	en	fr	rdfs:label	Abnormal foveal morphology	OFFICIAL	Anomalie morphologique de la fovea
HP:0000494	en	fr	IAO:0000115	The palpebral fissure inclination is more than two standard deviations below the mean	OFFICIAL	L'inclinaison de la fissure palpébrale est inférieure de plus de deux écarts types à la moyenne.
HP:0000494	en	fr	rdfs:label	Downslanted palpebral fissures	OFFICIAL	Fissures palpébrales inclinées vers le bas
HP:0000494	en	fr	rdfs:label	Downslanted palpebral fissures	OFFICIAL	Fissures palpébrales inclinées vers le bas
HP:0000495	en	fr	IAO:0000115	The presence of recurrent corneal epithelial erosions. Although most corneal epithelial defects heal quickly, some may show recurrent ulcerations	OFFICIAL	La présence d'érosions épithéliales cornéennes récurrentes. Bien que la plupart des défauts de l'épithélium cornéen guérissent rapidement, certains peuvent présenter des ulcérations récurrentes.
HP:0000495	en	fr	rdfs:label	Recurrent corneal erosions	OFFICIAL	Erosions cornéenes récurrentes
HP:0000496	en	fr	IAO:0000115	An abnormality in voluntary or involuntary eye movements or their control	OFFICIAL	une anomalie des mouvements oculaires volontaires ou involontaires.
HP:0000496	en	fr	rdfs:label	Abnormality of eye movement	OFFICIAL	Anomalie des mouvements oculaires
HP:0000497	en	fr	rdfs:label	Globe retraction and deviation on abduction	OFFICIAL	Rétraction du globe et déviation en abduction
HP:0000498	en	fr	IAO:0000115	Inflammation of the eyelids	OFFICIAL	Inflammation des paupières
HP:0000498	en	fr	rdfs:label	Blepharitis	OFFICIAL	Blépharite
HP:0000499	en	fr	IAO:0000115	An abnormality of the eyelashes	OFFICIAL	Anomalie des cils
HP:0000499	en	fr	rdfs:label	Abnormal eyelash morphology	OFFICIAL	Anomalie morphologique des cils
HP:0000501	en	fr	IAO:0000115	Glaucoma refers loss of retinal ganglion cells in a characteristic pattern of optic neuropathy usually associated with increased intraocular pressure	OFFICIAL	Le glaucome entraine une perte de cellules ganglionnaires de la rétine caractéristique d'une neuropathie optique généralement associée à une augmentation de la pression intraoculaire.
HP:0000501	en	fr	rdfs:label	Glaucoma	OFFICIAL	Glaucome
HP:0000502	en	fr	IAO:0000115	An abnormality of the conjunctiva	OFFICIAL	Anomalie de la conjonctive
HP:0000502	en	fr	rdfs:label	Abnormal conjunctiva morphology	OFFICIAL	Anomalie morphologique de la conjonctive
HP:0000503	en	fr	IAO:0000115	The presence of an increased number of twists and turns of the conjunctival blood vessels	OFFICIAL	Présence d'un nombre accru de torsions et de tours de la conjonctive
HP:0000503	en	fr	rdfs:label	Tortuosity of conjunctival vessels	OFFICIAL	Tortuosité des vaisseaux conjonctivaux
HP:0000504	en	fr	IAO:0000115	Abnormality of eyesight (visual perception)	OFFICIAL	Anomalie de la vue (perception visuelle)
HP:0000504	en	fr	rdfs:label	Abnormality of vision	OFFICIAL	Anomalie de la vision
HP:0000505	en	fr	IAO:0000115	Visual impairment (or vision impairment) is vision loss (of a person) to such a degree as to qualify as an additional support need through a significant limitation of visual capability resulting from either disease, trauma, or congenital or degenerative conditions that cannot be corrected by conventional means, such as refractive correction, medication, or surgery	OFFICIAL	La déficience visuelle (ou trouble de la vision) est une perte de vision (d'une personne) à un degré tel qu'elle peut être considérée comme un besoin d'aide supplémentaire en raison d'une limitation significative de la capacité visuelle résultant d'une maladie, d'un traumatisme ou d'une affection congénitale ou dégénérative qui ne peut être corrigée par des moyens conventionnels, tels qu'une correction réfractive, des médicaments ou une intervention chirurgicale.
HP:0000505	en	fr	rdfs:label	Visual impairment	OFFICIAL	Vision altérée
HP:0000505	en	fr	rdfs:label	Visual impairment	OFFICIAL	Vision altérée
HP:0000505	en	fr	rdfs:label	Visual impairment	OFFICIAL	Vision altérée
HP:0000506	en	fr	IAO:0000115	Distance between the inner canthi more than two standard deviations above the mean (objective); or, apparently increased distance between the inner canthi	OFFICIAL	Distance entre les canthi internes supérieure à deux écarts types au-dessus de la moyenne (objectif) ; ou distance apparemment perçue comme accrue entre les canthi internes (subjectif).
HP:0000506	en	fr	rdfs:label	Telecanthus	OFFICIAL	Télécanthus
HP:0000508	en	fr	IAO:0000115	The upper eyelid margin is positioned 3 mm or more lower than usual and covers the superior portion of the iris (objective); or, the upper lid margin obscures at least part of the pupil (subjective)	OFFICIAL	Le bord de la paupière supérieure est positionné 3 mm ou plus plus bas que d'habitude et couvre la partie supérieure de l'iris (objectif) ; ou le bord de la paupière supérieure obscurcit au moins une partie de la pupille (subjectif).
HP:0000508	en	fr	rdfs:label	Ptosis	OFFICIAL	Ptosis
HP:0000509	en	fr	IAO:0000115	Inflammation of the conjunctiva	OFFICIAL	Inflammation de la conjonctive
HP:0000509	en	fr	rdfs:label	Conjunctivitis	OFFICIAL	Conjonctivite
HP:0000510	en	fr	IAO:0000115	An inherited retinal disease subtype in which the rod photoreceptors appear to be more severely affected than the cone photoreceptors. Typical presentation is with nyctalopia (due to rod dysfunction) followed by loss of mid-peripheral field of vision, which gradually extends and leaves many patients with a small central island of vision due to the preservation of macular cones	OFFICIAL	Un sous-type de maladie rétinienne héréditaire dans laquelle les photorécepteurs à bâtonnets semblent être plus gravement touchés que les photorécepteurs à cônes. La présentation typique est une nyctalopie (due au dysfonctionnement des bâtonnets) suivie d'une perte du champ de vision périphérique moyen, qui s'étend progressivement et laisse à de nombreux patients un petit îlot de vision centrale en raison de la préservation des cônes maculaires.
HP:0000510	en	fr	rdfs:label	Rod-cone dystrophy	OFFICIAL	Dystrophie des bâtonnets rétiniens
HP:0000510	en	fr	rdfs:label	Rod-cone dystrophy	OFFICIAL	Dystrophie des bâtonnets rétiniens
HP:0000510	en	fr	rdfs:label	Rod-cone dystrophy	OFFICIAL	Dystrophie des bâtonnets rétiniens
HP:0000510	en	fr	rdfs:label	Rod-cone dystrophy	OFFICIAL	Dystrophie des bâtonnets rétiniens
HP:0000510	en	fr	rdfs:label	Rod-cone dystrophy	OFFICIAL	Dystrophie des bâtonnets rétiniens
HP:0000511	en	fr	IAO:0000115	A supranuclear gaze palsy is an inability to look in a vertical direction as a result of cerebral impairment. There is a loss of the voluntary aspect of eye movements, but, as the brainstem is still intact, all the reflex conjugate eye movements are normal	OFFICIAL	La paralysie supranucléaire du regard est une incapacité à regarder dans une direction verticale résultant d'une déficience cérébrale. Il y a une perte de l'aspect volontaire des mouvements oculaires, mais, comme le tronc cérébral est encore intact, tous les mouvements oculaires conjugués réflexes sont normaux.
HP:0000511	en	fr	rdfs:label	Vertical supranuclear gaze palsy	OFFICIAL	Paralysie supranucléaire du regard vertical (syndrome de Parinaud)
HP:0000511	en	fr	rdfs:label	Vertical supranuclear gaze palsy	OFFICIAL	Paralysie supranucléaire du regard vertical (syndrome de Parinaud)
HP:0000512	en	fr	IAO:0000115	Any abnormality of the electrical responses of various cell types in the retina as measured by electroretinography	OFFICIAL	Toute anomalie de réponse électrique des différents types de cellules de la rétine, mesurée par électrorétinographie.
HP:0000512	en	fr	rdfs:label	Abnormal electroretinogram	OFFICIAL	Electrorétinogramme anormal
HP:0000514	en	fr	IAO:0000115	An abnormally slow velocity of the saccadic eye movements	OFFICIAL	Une vitesse anormalement lente des mouvements saccadés des yeux.
HP:0000514	en	fr	rdfs:label	Slow saccadic eye movements	OFFICIAL	Mouvements oculaires saccadés lents
HP:0000517	en	fr	IAO:0000115	An abnormality of the lens	OFFICIAL	Anomalie du cristallin
HP:0000517	en	fr	rdfs:label	Abnormality of the lens	OFFICIAL	Anomalie du cristallin
HP:0000518	en	fr	IAO:0000115	A cataract is an opacity or clouding that develops in the crystalline lens of the eye or in its capsule	OFFICIAL	Une cataracte est une opacité ou un trouble qui se développe dans le cristallin de l'œil ou dans sa capsule.
HP:0000518	en	fr	rdfs:label	Cataract	OFFICIAL	Opacité du cristallin
HP:0000519	en	fr	IAO:0000115	A cataract that occurs congenitally as the result of a developmental defect, in contrast to the majority of cataracts that occur in adulthood as the result of degenerative changes of the lens	OFFICIAL	Cataracte congénitale résultant d'un défaut de développement, contrairement à la majorité des cataractes qui surviennent à l'âge adulte à la suite de changements dégénératifs du cristallin.
HP:0000519	en	fr	rdfs:label	Developmental cataract	OFFICIAL	Cataracte congénitale
HP:0000520	en	fr	IAO:0000115	An eye that is protruding anterior to the plane of the face to a greater extent than is typical	OFFICIAL	Un œil qui fait saillie vers l'avant par rapport au plan du visage dans une mesure plus importante que la norme.
HP:0000520	en	fr	rdfs:label	Proptosis	OFFICIAL	Proptose
HP:0000520	en	fr	rdfs:label	Proptosis	OFFICIAL	Proptose
HP:0000520	en	fr	rdfs:label	Proptosis	OFFICIAL	Proptose
HP:0000520	en	fr	rdfs:label	Proptosis	OFFICIAL	Proptose
HP:0000522	en	fr	IAO:0000115	Absence of tear secretion	OFFICIAL	Absence de larmes
HP:0000522	en	fr	rdfs:label	Alacrima	OFFICIAL	Alacrimie
HP:0000523	en	fr	IAO:0000115	A cataract that affects the region of the lens directly beneath the capsule of the lens	OFFICIAL	Une cataracte qui affecte la région du cristallin située directement sous la capsule du cristallin.
HP:0000523	en	fr	rdfs:label	Subcapsular cataract	OFFICIAL	Cataracte sous-capsulaire
HP:0000524	en	fr	IAO:0000115	The presence of small (ca. 0.5-1.0 mm) dilated blood vessels near the surface of the mucous membranes of the conjunctiva	OFFICIAL	Présence de petits vaisseaux sanguins dilatés (environ 0,5-1,0 mm) près de la surface des membranes muqueuses de la conjonctive.
HP:0000524	en	fr	rdfs:label	Conjunctival telangiectasia	OFFICIAL	Télangiectasie de la conjonctive
HP:0000525	en	fr	IAO:0000115	An abnormality of the iris, which is the pigmented muscular tissue between the cornea and the lens, that is perforated by an opening called the pupil	OFFICIAL	Une anomalie de l'iris, tissu musculaire pigmenté situé entre la cornée et le cristallin et percé d'un orifice appelé pupille.
HP:0000525	en	fr	rdfs:label	Abnormality iris morphology	OFFICIAL	Anomalie de l'iris
HP:0000526	en	fr	IAO:0000115	Abnormality of the iris characterized by, typically bilateral, complete or partial iris hypoplasia. The phenotype ranges from mild defects of anterior iris stroma only to almost complete absence of the iris	OFFICIAL	Anomalie de l'iris caractérisée par une hypoplasie complète ou partielle de l'iris, généralement bilatérale. Le phénotype va de légères anomalies du stroma de l'iris antérieur à l'absence quasi-totale de l'iris.
HP:0000526	en	fr	rdfs:label	Aniridia	OFFICIAL	Aniridie
HP:0000527	en	fr	IAO:0000115	Mid upper eyelash length >10 mm or increased length of the eyelashes (subjective)	OFFICIAL	Longueur moyenne des cils supérieurs > 10 mm ou longueur accrue des cils (subjective)
HP:0000527	en	fr	rdfs:label	Long eyelashes	OFFICIAL	Cils anormalement longs
HP:0000528	en	fr	IAO:0000115	Absence of the globe or eyeball	OFFICIAL	Absence de globe oculaire
HP:0000528	en	fr	rdfs:label	Anophthalmia	OFFICIAL	Anophtalmie
HP:0000528	en	fr	rdfs:label	Anophthalmia	OFFICIAL	Anophtalmie
HP:0000529	en	fr	IAO:0000115	A reduction of previously attained ability to see	OFFICIAL	Diminution de l'acuité visuelle précédemment atteinte
HP:0000529	en	fr	rdfs:label	Progressive visual loss	OFFICIAL	Perte progressive de la vision
HP:0000529	en	fr	rdfs:label	Progressive visual loss	OFFICIAL	Perte progressive de la vision
HP:0000531	en	fr	rdfs:label	Corneal crystals	OFFICIAL	Cristaux cornéens
HP:0000532	en	fr	IAO:0000115	An abnormality of the choroid and retina	OFFICIAL	Anomalie de la choroïde et de la rétine
HP:0000532	en	fr	rdfs:label	Abnormal chorioretinal morphology	OFFICIAL	Choriorétinopathie bilatérale
HP:0000532	en	fr	rdfs:label	Abnormal chorioretinal morphology	OFFICIAL	Choriorétinopathie bilatérale
HP:0000533	en	fr	IAO:0000115	Atrophy of the choroid and retinal layers of the fundus	OFFICIAL	Atrophie de la choroïde et des couches rétiniennes du fond de l'œil
HP:0000533	en	fr	rdfs:label	Chorioretinal atrophy	OFFICIAL	Atrophie choriorétinienne
HP:0000533	en	fr	rdfs:label	Chorioretinal atrophy	OFFICIAL	Atrophie choriorétinienne
HP:0000533	en	fr	rdfs:label	Chorioretinal atrophy	OFFICIAL	Atrophie choriorétinienne
HP:0000533	en	fr	rdfs:label	Chorioretinal atrophy	OFFICIAL	Atrophie choriorétinienne
HP:0000534	en	fr	IAO:0000115	An abnormality of the eyebrow	OFFICIAL	Anomalie du sourcil
HP:0000534	en	fr	rdfs:label	Abnormal eyebrow morphology	OFFICIAL	Anomalie morphogique du sourcil
HP:0000535	en	fr	IAO:0000115	Decreased density/number and/or decreased diameter of eyebrow hairs	OFFICIAL	Diminution de la densité/du nombre et/ou du diamètre des poils des sourcils
HP:0000535	en	fr	rdfs:label	Sparse and thin eyebrow	OFFICIAL	Fins sourcils clairsemés
HP:0000535	en	fr	rdfs:label	Sparse and thin eyebrow	OFFICIAL	Fins sourcils clairsemés
HP:0000535	en	fr	rdfs:label	Sparse and thin eyebrow	OFFICIAL	Fins sourcils clairsemés
HP:0000535	en	fr	rdfs:label	Sparse and thin eyebrow	OFFICIAL	Fins sourcils clairsemés
HP:0000537	en	fr	IAO:0000115	A fold of skin starting at or just below the medial aspect of the lower lid and arching upward to cover, extend in front of and lateral to the medial canthus	OFFICIAL	Pli de peau commençant au niveau de la face médiale de la paupière inférieure ou juste en dessous et s'incurvant vers le haut pour couvrir, s'étendre devant et latéralement au canthus médial.
HP:0000537	en	fr	rdfs:label	Epicanthus inversus	OFFICIAL	Epicanthus inversus
HP:0000538	en	fr	IAO:0000115	Apparent optic disc swelling in the absence of increased intracranial pressure	OFFICIAL	Disque optique apparent en l'absence d'hypertension intra-crânienne
HP:0000538	en	fr	rdfs:label	Pseudopapilledema	OFFICIAL	Pseudo-oedème papillaire
HP:0000539	en	fr	IAO:0000115	An abnormality in the process of focusing of light by the eye in order to produce a sharp image on the retina	OFFICIAL	Anomalie dans le processus de focalisation de la lumière par l'œil afin de produire une image nette sur la rétine.
HP:0000539	en	fr	rdfs:label	Abnormality of refraction	OFFICIAL	Anomalie de la réfraction
HP:0000540	en	fr	IAO:0000115	An abnormality of refraction characterized by the ability to see objects in the distance clearly, while objects nearby appear blurry	OFFICIAL	Anomalie de la réfraction caractérisée par la capacité à voir clairement les objets éloignés, alors que les objets proches apparaissent flous.
HP:0000540	en	fr	rdfs:label	Hypermetropia	OFFICIAL	Hypermétropie
HP:0000541	en	fr	IAO:0000115	Separation of the inner layers of the retina (neural retina) from the pigment epithelium	OFFICIAL	Séparation des couches internes de la rétine (rétine neurale) de l'épithélium pigmentaire
HP:0000541	en	fr	rdfs:label	Retinal detachment	OFFICIAL	Décollement de rétine
HP:0000541	en	fr	rdfs:label	Retinal detachment	OFFICIAL	Décollement de rétine
HP:0000541	en	fr	rdfs:label	Retinal detachment	OFFICIAL	Décollement de rétine
HP:0000542	en	fr	IAO:0000115	Reduced ability to move the eye in the direction of the nose	OFFICIAL	Diminution de la capacité à déplacer l'œil dans la direction du nez
HP:0000542	en	fr	rdfs:label	Impaired ocular adduction	OFFICIAL	Adduction oculaire altérée
HP:0000543	en	fr	IAO:0000115	A pale yellow discoloration of the optic disk (the area of the optic nerve head in the retina). The optic disc normally has a pinkish hue with a central yellowish depression	OFFICIAL	Une coloration jaune pâle du disque optique (zone de la tête du nerf optique dans la rétine). Le disque optique a normalement une teinte rosée avec une dépression centrale jaunâtre.
HP:0000543	en	fr	rdfs:label	Optic disc pallor	OFFICIAL	Disques optiques pâles
HP:0000544	en	fr	IAO:0000115	Paralysis of the external ocular muscles	OFFICIAL	Paralysie des muscles oculaires externes
HP:0000544	en	fr	rdfs:label	External ophthalmoplegia	OFFICIAL	Ophtalmoplégie externe
HP:0000545	en	fr	IAO:0000115	An abnormality of refraction characterized by the ability to see objects nearby clearly, while objects in the distance appear blurry	OFFICIAL	Anomalie de la réfraction caractérisée par la capacité à voir clairement les objets proches, alors que les objets éloignés apparaissent flous.
HP:0000545	en	fr	rdfs:label	Myopia	OFFICIAL	Myopie
HP:0000546	en	fr	IAO:0000115	A nonspecific term denoting degeneration of the retinal pigment epithelium and/or retinal photoreceptor cells	OFFICIAL	Terme non spécifique désignant la dégénérescence de l'épithélium pigmentaire rétinien et/ou des cellules photoréceptrices de la rétine.
HP:0000546	en	fr	rdfs:label	Retinal degeneration	OFFICIAL	Dégénérescence rétinienne
HP:0000548	en	fr	rdfs:label	Cone/cone-rod dystrophy	OFFICIAL	Dystrophie des cônes et des bâtonnets
HP:0000549	en	fr	IAO:0000115	Any deviation from the normal motor coordination of the eyes that allows for bilateral fixation on a single object	OFFICIAL	Tout écart par rapport à la coordination motrice normale des yeux qui permet la fixation bilatérale d'un seul objet.
HP:0000549	en	fr	rdfs:label	Abnormal conjugate eye movement	OFFICIAL	Mouvement oculaire conjugué anormal
HP:0000550	en	fr	IAO:0000115	Lack of any response to stimulation upon electroretinography	OFFICIAL	Absence de réponse à la stimulation lors de l'électrorétinographie
HP:0000550	en	fr	rdfs:label	Undetectable electroretinogram	OFFICIAL	Electrorétinogramme aboli
HP:0000551	en	fr	IAO:0000115	An anomaly in the ability to discriminate between or recognize colors	OFFICIAL	Anomalie de la capacité à distinguer ou à reconnaître les couleurs
HP:0000551	en	fr	rdfs:label	Abnormality of color vision	OFFICIAL	Vision des couleurs anormale
HP:0000552	en	fr	IAO:0000115	Difficulty distinguishing between yellow and blue, possible related to dysfunction of the S photopigment	OFFICIAL	Difficulté à distinguer le jaune du bleu, possiblement liée à un dysfonctionnement du photopigment S
HP:0000552	en	fr	rdfs:label	Tritanomaly	OFFICIAL	Dyschromatopsie bleu-jaune
HP:0000553	en	fr	IAO:0000115	An abnormality of the uvea, the vascular layer of the eyeball	OFFICIAL	Une anomalie de l'uvée, la couche vasculaire du globe oculaire
HP:0000553	en	fr	rdfs:label	Abnormal uvea morphology	OFFICIAL	Anomalie morphologique de l'uvée
HP:0000554	en	fr	IAO:0000115	Inflammation of one or all portions of the uveal tract	OFFICIAL	Inflammation d'une ou de toutes les parties de l'uvée
HP:0000554	en	fr	rdfs:label	Uveitis	OFFICIAL	Uvéite
HP:0000555	en	fr	IAO:0000115	An abnormal white reflection from the pupil rather than the usual black reflection	OFFICIAL	Un reflet blanc anormal de la pupille au lieu du reflet noir habituel.
HP:0000555	en	fr	rdfs:label	Leukocoria	OFFICIAL	Leucocorie
HP:0000556	en	fr	IAO:0000115	Retinal dystrophy is an abnormality of the retina associated with a hereditary process. Retinal dystrophies are defined by their predominantly monogenic inheritance and they are frequently associated with loss or dysfunction of photoreceptor cells as a primary or secondary event	OFFICIAL	La dystrophie rétinienne est une anomalie de la rétine associée à un processus héréditaire. Les dystrophies rétiniennes se définissent par une hérédité principalement monogénique et sont fréquemment associées à une perte ou à un dysfonctionnement des cellules photoréceptrices en tant qu'événement primaire ou secondaire.
HP:0000556	en	fr	rdfs:label	Retinal dystrophy	OFFICIAL	Dystrophie rétinienne
HP:0000556	en	fr	rdfs:label	Retinal dystrophy	OFFICIAL	Dystrophie rétinienne
HP:0000556	en	fr	rdfs:label	Retinal dystrophy	OFFICIAL	Dystrophie rétinienne
HP:0000556	en	fr	rdfs:label	Retinal dystrophy	OFFICIAL	Dystrophie rétinienne
HP:0000557	en	fr	IAO:0000115	Diffusely large eye (with megalocornea) associated with glaucoma	OFFICIAL	Œil de grande taille diffuse (avec mégalocornée) associé à un glaucome
HP:0000557	en	fr	rdfs:label	Buphthalmos	OFFICIAL	Buphtalmie
HP:0000558	en	fr	IAO:0000115	A congenital malformation of the anterior segment characterized by iridicorneal malformation, glaucoma, iris stroma hypoplasia, posterior embryotoxon, and corneal opacities	OFFICIAL	Malformation congénitale du segment antérieur caractérisée par une malformation irido-cornéenne, un glaucome, une hypoplasie du stroma de l'iris, un embryotoxon postérieur et des opacités cornéennes.
HP:0000558	en	fr	rdfs:label	Rieger anomaly	OFFICIAL	Anomalie de Rieger
HP:0000559	en	fr	rdfs:label	Corneal scarring	OFFICIAL	Cicatrice de la cornée
HP:0000561	en	fr	IAO:0000115	Lack of eyelashes	OFFICIAL	Absence de cils
HP:0000561	en	fr	rdfs:label	Absent eyelashes	OFFICIAL	Absence des cils, sourcils
HP:0000561	en	fr	rdfs:label	Absent eyelashes	OFFICIAL	Absence des cils, sourcils
HP:0000561	en	fr	rdfs:label	Absent eyelashes	OFFICIAL	Absence des cils, sourcils
HP:0000561	en	fr	rdfs:label	Absent eyelashes	OFFICIAL	Absence des cils, sourcils
HP:0000563	en	fr	IAO:0000115	A cone-shaped deformity of the cornea characterized by the presence of corneal distortion secondary to thinning of the apex	OFFICIAL	Déformation de la cornée en forme de cône caractérisée par la présence d'une distorsion cornéenne secondaire à l'amincissement de l'apex.
HP:0000563	en	fr	rdfs:label	Keratoconus	OFFICIAL	Kératocône
HP:0000564	en	fr	IAO:0000115	A developmental disorder of the lacrimal drainage system that most often affects the lacrimal ostium and resulting in non-opening of the nasolacrimal duct. It usually results from a non-canalization of the nasolacrimal duct	OFFICIAL	Trouble du développement du système de drainage lacrymal qui affecte le plus souvent l'ostium lacrymal et entraîne la non-ouverture du canal lacrymo-nasal. Il résulte généralement d'une non-canalisation du canal lacrymal.
HP:0000564	en	fr	rdfs:label	Lacrimal duct atresia	OFFICIAL	Atrésie du canal lacrymal
HP:0000565	en	fr	IAO:0000115	A form of strabismus with one or both eyes turned inward ('crossed') to a relatively severe degree, usually defined as 10 diopters or more	OFFICIAL	"Une forme de strabisme avec un ou les deux yeux tournés vers l'intérieur (""croisés"") à un degré relativement sévère, généralement défini comme 10 dioptries ou plus."
HP:0000565	en	fr	rdfs:label	Esotropia	OFFICIAL	Esotropie
